Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] fell in love with the secretary xEffect [GEN], gets rejected, gets asked out, gets rejected,0.767,0.233,0.0,-0.511,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] fell in love with the secretary xIntent [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] fell in love with the secretary xNeed [GEN], to get to know the secretary, to meet the secretary, to meet the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] fell in love with the secretary xReact [GEN], happy, happy, happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] fell in love with the secretary xReason [GEN], PersonX asks PersonX on a date, they go on a date, they go on a date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] fell in love with the secretary xWant [GEN], to marry the secretary, to marry the secretary, to marry the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up AtLocation [GEN], grocery store, grocery store, grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up CapableOf [GEN], get the clerk's attention, get the clerk's attention, get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up Causes [GEN],    the clerk gives up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up CausesDesire [GEN], the clerk to give up,    the clerk gives up,  the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up CreatedBy [GEN], the clerk gives up, they get their money back, they get a refund,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up DefinedAs [GEN],    the clerk gives up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up DesireOf [GEN],  the clerk to give up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up Desires [GEN], to win the argument, to win the argument, to win the argument,0.301,0.241,0.458,0.318,0.301,0.241,0.458,0.318,0.301,0.241,0.458,0.318
[Name] managed to convince the clerk to give up HasA [GEN], the clerk to give up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasFirstSubevent [GEN], PersonX gets a new job, they get a new job, PersonY gets a receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasLastSubevent [GEN],    the clerk gives up, PersonY asks PersonY what PersonY wants, PersonX asks PersonX if they need anything else,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasPainCharacter [GEN],  the clerk to give up, PersonY asks PersonY what they want, PersonX asks PersonX what they want,0.0,1.0,0.0,0.0,0.0,0.794,0.206,0.077,0.0,0.794,0.206,0.077
[Name] managed to convince the clerk to give up HasPainIntensity [GEN], get a new job, get a new job, they get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasPrerequisite [GEN], get the clerk's attention, get out of the store, get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasProperty [GEN],    the clerk gives up,    the clerk gives up,  the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasSubEvent [GEN], get a receipt, get a new job, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HasSubevent [GEN], the clerk to give up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up HinderedBy [GEN], The clerk refuses to give up., The clerk refuses to give up., The clerk refuses to give up.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up InheritsFrom [GEN],    the clerk gives up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up InstanceOf [GEN],    the clerk gives up, the clerk to give up,    the clerk gives up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up IsA [GEN],  the clerk  gives up, the clerk to give up, PersonX asks PersonX why they are giving up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.745,0.255,0.34
[Name] managed to convince the clerk to give up LocatedNear [GEN], the clerk to give up, to get the clerk's attention, they get their money back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up LocationOfAction [GEN], the clerk to give up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up MadeOf [GEN], the clerk to give up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up MadeUpOf [GEN], the clerk to give up,  the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up MotivatedByGoal [GEN],    the clerk gives up, they get a new job, they get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up NotCapableOf [GEN],    the clerk gives up, PersonY gives up.,    the clerk gives up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up NotDesires [GEN], the clerk to give up, the clerk to give up, they get a refund,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up NotHasA [GEN],    the clerk  gives up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up NotHasProperty [GEN], the clerk to give up, the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up NotIsA [GEN],  the clerk to give up, PersonY tells PersonY to leave, PersonX gets a new job,0.0,1.0,0.0,0.0,0.231,0.769,0.0,-0.052,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up NotMadeOf [GEN],  the clerk to give up , the clerk to give up, they get their money back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up ObjectUse [GEN], get the clerk's attention, to get the job done, to convince the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.4,0.25
[Name] managed to convince the clerk to give up PartOf [GEN], they get a receipt, the clerk to give up, they get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up ReceivesAction [GEN], they get their money back, they get a refund, they get a refund,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up RelatedTo [GEN],  the clerk to give up , the clerk to give up, the clerk to give up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up SymbolOf [GEN],    the clerk gives up, PersonY gives up., they get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up UsedFor [GEN], the clerk gives up, they get their money back, get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up isAfter [GEN], PersonY asks PersonY a question, PersonY asks PersonY if they need anything, PersonX goes to the store to buy something,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up isBefore [GEN], PersonX gets a new job, PersonY gives PersonY a hug, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,0.492,0.508,0.477,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up isFilledBy [GEN], the phone, the phone, the phone,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up oEffect [GEN], gets angry at person, none, gets angry at person,0.524,0.476,0.0,-0.511,0.0,1.0,0.0,0.0,0.524,0.476,0.0,-0.511
[Name] managed to convince the clerk to give up oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up oWant [GEN], to get out of the store, to get out of the store, to get out of there,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up xAttr [GEN], persuasive, persuasive, persuasive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up xIntent [GEN], to win the argument, to win the argument, to win the argument,0.301,0.241,0.458,0.318,0.301,0.241,0.458,0.318,0.301,0.241,0.458,0.318
[Name] managed to convince the clerk to give up xNeed [GEN], to approach the clerk, to talk to the clerk, to talk to the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up xReact [GEN], satisfied, accomplished, accomplished,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44
[Name] managed to convince the clerk to give up xReason [GEN],    the clerk gives up, the clerk to give up,    the clerk gives up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] managed to convince the clerk to give up xWant [GEN], to ask for a refund, to get the clerk to give up, to get the clerk's attention,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job AtLocation [GEN], house, house, house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job CapableOf [GEN], pay the housekeeper, pay the housekeeper, drive to the job,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job Causes [GEN], the housekeeper arrives on time, the housekeeper gets a paycheck, the housekeeper arrives on time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job CausesDesire [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the house is clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job CreatedBy [GEN], the house to be clean, the house to be clean, the housekeeper to be safe,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.58,0.42,0.44
[Name] transported the housekeeper to the job DefinedAs [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the housekeeper to work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job DesireOf [GEN], the house to be clean, the house to be clean, the house is clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job Desires [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] transported the housekeeper to the job HasA [GEN], the house to be clean, the housekeeper to be safe, the house to be clean,0.0,0.597,0.403,0.402,0.0,0.58,0.42,0.44,0.0,0.597,0.403,0.402
[Name] transported the housekeeper to the job HasFirstSubevent [GEN], the housekeeper gets paid, the housekeeper arrives on time, the housekeeper gets paid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job HasLastSubevent [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the housekeeper gets paid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job HasPainCharacter [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the housekeeper arrives on time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job HasPainIntensity [GEN], get paid for the job, the housekeeper to work, get the job done,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job HasPrerequisite [GEN], have a good time, get the house cleaned, the house to be clean,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402
[Name] transported the housekeeper to the job HasProperty [GEN], the house is clean, the house is clean, helpful,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.0,1.0,0.422
[Name] transported the housekeeper to the job HasSubEvent [GEN], get a tip, get a tip, get a tip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job HasSubevent [GEN], the house is clean, the house is clean, the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job HinderedBy [GEN], The housekeeper doesn't have a car., The housekeeper doesn't have a car., The housekeeper doesn't have a car.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job InheritsFrom [GEN], the house is clean, the housekeeper gets paid, a job,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job InstanceOf [GEN], the housekeeper arrives on time, the housekeeper arrives on time, good about themselves,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44
[Name] transported the housekeeper to the job IsA [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the house is clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job LocatedNear [GEN], the house to be clean, the house to be clean, to get the job done,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job LocationOfAction [GEN], the house to be clean, the house is clean, to be helpful,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.417,0.583,0.422
[Name] transported the housekeeper to the job MadeOf [GEN], the housekeeper arrives on time, the housekeeper to work, the housekeeper to work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job MadeUpOf [GEN], the car, the house is clean, a car,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job MotivatedByGoal [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the house to be clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402
[Name] transported the housekeeper to the job NotCapableOf [GEN], Brittany is a good driver, the housekeeper gets paid, a car,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job NotDesires [GEN], the house to be clean, the house to be clean, the house is clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job NotHasA [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the housekeeper arrives on time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job NotHasProperty [GEN], ready to go, the house is clean, the house is clean,0.0,0.444,0.556,0.361,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job NotIsA [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the house is clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job NotMadeOf [GEN], the housekeeper arrives on time, the housekeeper to work, the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job ObjectUse [GEN], to help the housekeeper, to get the job done, to get the housekeeper to the job,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job PartOf [GEN], have a good time, the housekeeper gets paid, the housekeeper to work,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job ReceivesAction [GEN], the house to be clean, the house to be clean, the house to be clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] transported the housekeeper to the job RelatedTo [GEN], the housekeeper arrives on time, the housekeeper arrives on time, a car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job SymbolOf [GEN], the housekeeper arrives on time, the housekeeper gets paid, the house to be clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402
[Name] transported the housekeeper to the job UsedFor [GEN], the house to be clean, the house to be clean, the house is clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] transported the housekeeper to the job isAfter [GEN], Brittany drives to the job, PersonX hires a housekeeper, PersonY hires PersonY's housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job isBefore [GEN], Brittany pays the housekeeper, The housekeeper arrives on time, the housekeeper arrives on time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job isFilledBy [GEN], the car, the car, the car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job oEffect [GEN], get's paid, get's paid, get's paid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job oReact [GEN], none, none, grateful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.459
[Name] transported the housekeeper to the job oWant [GEN], to get paid, to do their job, to go to work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job xAttr [GEN], dependable, helpful, helpful,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] transported the housekeeper to the job xEffect [GEN], gets a tip, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job xIntent [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] transported the housekeeper to the job xNeed [GEN], to get in the car, to get in the car, to pick up the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job xReact [GEN], helpful, helpful, helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] transported the housekeeper to the job xReason [GEN], the housekeeper arrives on time, the housekeeper arrives on time, the housekeeper arrives on time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] transported the housekeeper to the job xWant [GEN], to help the housekeeper, to pay the housekeeper, to pay the housekeeper,0.0,0.526,0.474,0.402,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103
[Name] forced the housekeeper out of the house AtLocation [GEN], house, house, house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house CapableOf [GEN], get a restraining order, clean the house, get a restraining order,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house Causes [GEN], The housekeeper is in the house, the housekeeper is no longer there, the housekeeper has to leave,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.231,0.769,0.0,-0.052
[Name] forced the housekeeper out of the house CausesDesire [GEN], kathleen is mad at the housekeeper, the housekeeper is no longer there, the housekeeper is gone,0.39,0.61,0.0,-0.494,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house CreatedBy [GEN], the house to be clean, the house to be clean, the house to be clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house DefinedAs [GEN], the house to be clean, the housekeeper is not welcome, the house to be clean,0.0,0.597,0.403,0.402,0.383,0.617,0.0,-0.357,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house DesireOf [GEN], the house to be clean, the housekeeper to leave the house, the house to be clean,0.0,0.597,0.403,0.402,0.194,0.806,0.0,-0.052,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house Desires [GEN], the house to be clean, to get rid of someone, to get rid of someone,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house HasA [GEN], the house to be clean, the house to be clean, the housekeeper to go away,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house HasFirstSubevent [GEN], get a restraining order, the housekeeper is gone, the housekeeper is gone,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house HasLastSubevent [GEN], kathleen yells at housekeeper, the housekeeper is no longer there, the housekeeper is fired,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.545,0.455,0.0,-0.557
[Name] forced the housekeeper out of the house HasPainCharacter [GEN], kathleen is tired of housework, the housekeeper is no longer there, the housekeeper is fired,0.42,0.58,0.0,-0.44,0.306,0.694,0.0,-0.296,0.545,0.455,0.0,-0.557
[Name] forced the housekeeper out of the house HasPainIntensity [GEN], gets yelled at, the house to be clean, the housekeeper to leave,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.286,0.714,0.0,-0.052
[Name] forced the housekeeper out of the house HasPrerequisite [GEN], get a restraining order, clean up the mess, get a restraining order,0.0,1.0,0.0,0.0,0.347,0.278,0.375,0.052,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house HasProperty [GEN], kathleen is angry, the housekeeper is no longer there, the house is clean,0.623,0.377,0.0,-0.511,0.306,0.694,0.0,-0.296,0.0,0.526,0.474,0.402
[Name] forced the housekeeper out of the house HasSubEvent [GEN], gets yelled at, get a restraining order, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house HasSubevent [GEN], the house to be clean, the house to be clean, the housekeeper to go away,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house HinderedBy [GEN], The housekeeper has a restraining order against them., The housekeeper has a restraining order against them., The housekeeper has a restraining order against them.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house InheritsFrom [GEN], the house to be clean, the housekeeper is not welcome, the housekeeper is in jail,0.0,0.597,0.403,0.402,0.383,0.617,0.0,-0.357,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house InstanceOf [GEN], kathleen is angry, the housekeeper is no longer there, the housekeeper is in jail,0.623,0.377,0.0,-0.511,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house IsA [GEN], kathleen is angry, the housekeeper is no longer there, the housekeeper is gone,0.623,0.377,0.0,-0.511,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house LocatedNear [GEN], the house to be clean, the house to be clean, the housekeeper to go away,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house LocationOfAction [GEN], get rid of the housekeeper, the house to be clean, the housekeeper to go away,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house MadeOf [GEN], the housekeeper to leave the house, the housekeeper to leave the house, the housekeeper to leave the house,0.194,0.806,0.0,-0.052,0.194,0.806,0.0,-0.052,0.194,0.806,0.0,-0.052
[Name] forced the housekeeper out of the house MadeUpOf [GEN], the house, the house is clean, the house is empty,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.375,0.625,0.0,-0.202
[Name] forced the housekeeper out of the house MotivatedByGoal [GEN], the housekeeper is no longer needed, the housekeeper is no longer there, the house to be clean,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house NotCapableOf [GEN], to get rid of the maid, the house is in disarray, the housekeeper is in jail,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house NotDesires [GEN], the house to be clean, the housekeeper is in jail, the house to be clean,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house NotHasA [GEN], the housekeeper is no longer working, the housekeeper is no longer there, the housekeeper leaves the house,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house NotHasProperty [GEN], the house to be clean, angry at the housekeeper, angry at the housekeeper,0.0,0.597,0.403,0.402,0.524,0.476,0.0,-0.511,0.524,0.476,0.0,-0.511
[Name] forced the housekeeper out of the house NotIsA [GEN], kathleen is angry, the housekeeper leaves the house, the housekeeper is gone,0.623,0.377,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
