Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] told the baker DesireOf [GEN],dessert,dessert,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker Desires [GEN],satisfied,cake,cook,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasA [GEN],dessert,cake,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasFirstSubevent [GEN],dessert,cake,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasLastSubevent [GEN],dessert,cake,full,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasPainCharacter [GEN],dessert,dessert,baker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasPainIntensity [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasPrerequisite [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasProperty [GEN],good,kids,kids,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasSubEvent [GEN],get yelled at,get yelled at,get yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HasSubevent [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker HinderedBy [GEN],PersonX doesn't know the recipe.,PersonX doesn't have a phone.,PersonX doesn't know how.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker InheritsFrom [GEN],dessert,dessert,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker InstanceOf [GEN],dessert,dessert,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker IsA [GEN],satisfied,dessert,bread,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker LocatedNear [GEN],dessert,cake,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker LocationOfAction [GEN],dessert,dessert,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker MadeOf [GEN],dessert,dessert,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker MadeUpOf [GEN],bread,chicken,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker MotivatedByGoal [GEN],dessert,cake,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker NotCapableOf [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker NotDesires [GEN],cooks,cake,baker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker NotHasA [GEN],dessert,cake,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker NotHasProperty [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker NotIsA [GEN],dessert,dessert,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker NotMadeOf [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker ObjectUse [GEN],make a cake,make a cake,make a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker PartOf [GEN],dessert,dessert,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker ReceivesAction [GEN],dessert,cake,bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker RelatedTo [GEN],good,dessert,bread,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker SymbolOf [GEN],dessert,cake,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker UsedFor [GEN],good,cake,dessert,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker isAfter [GEN],PersonX goes to the store,PersonX buys a cake,PersonX is in the kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker isBefore [GEN],PersonX eats the food,PersonX eats the food,PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker isFilledBy [GEN],cake,cake,cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker oEffect [GEN],makes a mistake,gets yelled at,makes a mistake,0.706,0.294,0.0,-0.34,0.0,1.0,0.0,0.0,0.706,0.294,0.0,-0.34
[Name] told the baker oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] told the baker oWant [GEN],to thank them,to thank them,to thank them,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361
[Name] told the baker xAttr [GEN],helpful,informative,helpful,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422
[Name] told the baker xEffect [GEN],is asked questions,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker xIntent [GEN],to be helpful,to be helpful,the baker,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,1.0,0.0,0.0
[Name] told the baker xNeed [GEN],call the baker,go to bakery,find the baker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker xReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] told the baker xReason [GEN],the baker is busy,you're hungry,you're hungry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker xWant [GEN],to make a cake,thank the baker,to eat,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper AtLocation [GEN],garage,kitchen,kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper CapableOf [GEN],sell apples,pick apples,pick apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper Causes [GEN],smiles,smoke,smoke,0.0,0.0,1.0,0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper CausesDesire [GEN],satisfied,satisfied,to apples,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper CreatedBy [GEN],to sell apples,to make apples,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper DefinedAs [GEN],the apples,apples,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper DesireOf [GEN],satisfied,taste,to sell apples,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper Desires [GEN],to be generous,to be helpful,eat apples,0.0,0.377,0.623,0.511,0.0,0.417,0.583,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasA [GEN],satisfied,satisfied,smoke,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasFirstSubevent [GEN],gift,satisfied,apples,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasLastSubevent [GEN],taste apples,to the house,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasPainCharacter [GEN],grocery store,to the house,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasPainIntensity [GEN],satisfied,satisfied,to sell apples,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasPrerequisite [GEN],apples,apples,apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasProperty [GEN],nice,kids,kids,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HasSubEvent [GEN],smiles,smile,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.361,0.0,0.0,1.0,0.477
[Name] offered apples to the housekeeper HasSubevent [GEN],apples,apples,apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper HinderedBy [GEN],PersonX has no apples.,PersonX has no apples.,PersonX has no apples.,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296
[Name] offered apples to the housekeeper InheritsFrom [GEN],taste apples,to the house,taste apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper InstanceOf [GEN],the apples,grocery store,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper IsA [GEN],to sell apples,taste,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper LocatedNear [GEN],gift,taste,to sell apples,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper LocationOfAction [GEN],to sell apples,to be helpful,to apples,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper MadeOf [GEN],money,to make a pie,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper MadeUpOf [GEN],apple,apple,apple,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper MotivatedByGoal [GEN],satisfied,to be helpful,apples,0.0,0.0,1.0,0.422,0.0,0.417,0.583,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper NotCapableOf [GEN],money,money,apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper NotDesires [GEN],gift,to the house,apples,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper NotHasA [GEN],garden tools,taste,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper NotHasProperty [GEN],apples,apples,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper NotIsA [GEN],satisfied,satisfied,to sell apples,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper NotMadeOf [GEN],apples,apples,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper ObjectUse [GEN],make a pie,make a pie,make a pie,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper PartOf [GEN],grocery store,to the house,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper ReceivesAction [GEN],gift,taste,taste apples,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper RelatedTo [GEN],satisfied,satisfied,to apples,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper SymbolOf [GEN],satisfied,to make a pie,the apples,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper UsedFor [GEN],the apples,to the house,to sell apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper isAfter [GEN],PersonX buys apples,PersonX buys apples,PersonX buys apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper isBefore [GEN],PersonX eats apples,PersonX eats the apples,PersonX eats apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper isFilledBy [GEN],pears,pears,pears,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper oEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477
[Name] offered apples to the housekeeper oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] offered apples to the housekeeper oWant [GEN],to thank them,to eat apples,to eat apples,0.0,0.444,0.556,0.361,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper xAttr [GEN],generous,helpful,helpful,0.0,0.0,1.0,0.511,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] offered apples to the housekeeper xEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477
[Name] offered apples to the housekeeper xIntent [GEN],to be generous,to be helpful,to be generous,0.0,0.377,0.623,0.511,0.0,0.417,0.583,0.422,0.0,0.377,0.623,0.511
[Name] offered apples to the housekeeper xNeed [GEN],buy apples,buy apples,buy apples,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] offered apples to the housekeeper xReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] offered apples to the housekeeper xReason [GEN],the apples are rotten,the apples are rotten,the apples are rotten,0.524,0.476,0.0,-0.511,0.524,0.476,0.0,-0.511,0.524,0.476,0.0,-0.511
[Name] offered apples to the housekeeper xWant [GEN],to thank them,to eat apples,to eat apples,0.0,0.444,0.556,0.361,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse AtLocation [GEN],hospital,hospital,hospital,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse CapableOf [GEN],carry baby,take care of patient,get better,0.0,1.0,0.0,0.0,0.0,0.484,0.516,0.494,0.0,0.256,0.744,0.44
[Name] helped the nurse Causes [GEN],thankful,thankful,thankful,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] helped the nurse CausesDesire [GEN],thankful,thankful,thankful,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] helped the nurse CreatedBy [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse DefinedAs [GEN],nurse,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse DesireOf [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse Desires [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] helped the nurse HasA [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse HasFirstSubevent [GEN],sick,truck,thankful,1.0,0.0,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse HasLastSubevent [GEN],thankful,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse HasPainCharacter [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse HasPainIntensity [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse HasPrerequisite [GEN],thankful,thankful,thankful,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] helped the nurse HasProperty [GEN],nice,tired,tired,0.0,0.0,1.0,0.422,1.0,0.0,0.0,-0.44,1.0,0.0,0.0,-0.44
[Name] helped the nurse HasSubEvent [GEN],is thanked,is thanked,is thanked,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44
[Name] helped the nurse HasSubevent [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse HinderedBy [GEN],PersonX is not a nurse.,The nurse is sick.,PersonX is in a wheelchair.,0.0,1.0,0.0,0.0,0.524,0.476,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] helped the nurse InheritsFrom [GEN],thankful,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse InstanceOf [GEN],sick,truck,helpful,1.0,0.0,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422
[Name] helped the nurse IsA [GEN],helpful,sick,thankful,0.0,0.0,1.0,0.422,1.0,0.0,0.0,-0.511,0.0,0.0,1.0,0.572
[Name] helped the nurse LocatedNear [GEN],mother,truck,thankful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse LocationOfAction [GEN],sick,truck,thankful,1.0,0.0,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse MadeOf [GEN],nice,truck,thankful,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse MadeUpOf [GEN],doctor,nurse,nurse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse MotivatedByGoal [GEN],thankful,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse NotCapableOf [GEN],sick,truck,thankful,1.0,0.0,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse NotDesires [GEN],sick,truck,thankful,1.0,0.0,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse NotHasA [GEN],happy,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse NotHasProperty [GEN],nurse,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse NotIsA [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse NotMadeOf [GEN],thankful,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse ObjectUse [GEN],take care of,take care of,to be helpful,0.0,0.385,0.615,0.494,0.0,0.385,0.615,0.494,0.0,0.417,0.583,0.422
[Name] helped the nurse PartOf [GEN],sick,truck,truck,1.0,0.0,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse ReceivesAction [GEN],mother,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse RelatedTo [GEN],thankful,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse SymbolOf [GEN],thankful,truck,thankful,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572
[Name] helped the nurse UsedFor [GEN],sick,thankful,thankful,1.0,0.0,0.0,-0.511,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] helped the nurse isAfter [GEN],PersonX is a nurse,truck,PersonX is a nurse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse isBefore [GEN],PersonX is thanked by the nurse,PersonX is thanked by the nurse,PersonX is thanked by the nurse,0.0,0.633,0.367,0.44,0.0,0.633,0.367,0.44,0.0,0.633,0.367,0.44
[Name] helped the nurse isFilledBy [GEN],doctor,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse oEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477
[Name] helped the nurse oReact [GEN],thankful,thankful,thankful,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] helped the nurse oWant [GEN],thank person x,to thank them,to thank them,0.0,0.286,0.714,0.361,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361
[Name] helped the nurse xAttr [GEN],kind,helpful,helpful,0.0,0.0,1.0,0.527,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] helped the nurse xEffect [GEN],is thanked,is thanked,is thanked,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44
[Name] helped the nurse xIntent [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] helped the nurse xNeed [GEN],to be a nurse,to be a nurse,to be a nurse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] helped the nurse xReact [GEN],happy,helpful,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.572
[Name] helped the nurse xReason [GEN],she is sick,she is sick,she is sick,0.623,0.377,0.0,-0.511,0.623,0.377,0.0,-0.511,0.623,0.377,0.0,-0.511
[Name] helped the nurse xWant [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] befriended the cook AtLocation [GEN],kitchen,kitchen,kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook CapableOf [GEN],cook meal,cook dinner,cook dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook Causes [GEN],hungry,hungry,spend money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook CausesDesire [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook CreatedBy [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook DefinedAs [GEN],cook,cook,cook dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook DesireOf [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook Desires [GEN],cook,food,cooks,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasA [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasFirstSubevent [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasLastSubevent [GEN],cook,cooks,cook dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasPainCharacter [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasPainIntensity [GEN],cook,cooks,cook dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasPrerequisite [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasProperty [GEN],hungry,hungry,hungry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HasSubEvent [GEN],eat,have dinner,smiles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.477
[Name] befriended the cook HasSubevent [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook HinderedBy [GEN],PersonX doesn't know how to cook.,PersonX doesn't know how to cook.,PersonX doesn't know how to cook.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] befriended the cook InheritsFrom [GEN],cook,cooks,cooking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
